feature_dim,mpjpe,name,params,pck_10,pck_20,pck_30,pck_40,pck_50,predict_sec,regressor,test_samples,train_samples,train_sec
0,0.2457919716835022,mean_pose,0,9.511234347835655,27.452447496020483,46.919448662368055,62.35668229132282,73.10370712694605,0,none,48114,224532,0
128,0.18722468614578247,pca_mlp,111923,26.36031092821216,53.53498675938763,68.90986847413862,78.30275644364242,84.58795165403735,0.2544364929199219,MLP,48114,224532,327.1799120903015
128,0.2568523585796356,matrix_nmf_mlp,111923,10.344671601025993,32.85138971413481,50.67975812347635,63.21946162178551,71.48121251243981,0.2821495532989502,MLP,48114,224532,319.07333970069885
553,0.1984129101037979,tucker_mlp,220723,22.792069814582526,49.642637950553706,65.97064814203522,76.18951558675596,83.14150950316528,0.8935790061950684,MLP,48114,224532,352.91921401023865
508,0.19119836390018463,cp_mlp,209203,24.943822147888962,52.091234298932186,67.98974983433952,77.80834244160314,84.32521780379442,0.760613203048706,MLP,48114,224532,185.84821820259094
508,0.19717203080654144,cp_saff,64884,22.027341925671628,50.29794434296976,66.8968797145994,76.97747262017415,83.67749144800706,3.1187942028045654,S-AFF,48114,224532,1237.4435586929321
