rank,mpjpe_mm,pck50,pck100,params,predict_us_per_sample
4,120.57777404785156,38.727764887857695,63.09247596950613,1700937,80.1976116147967
8,125.39954376220703,37.951607557176004,62.26936250138107,1700937,54.22778030006072
16,126.06147003173828,37.020771185504366,62.01248480830848,1700937,49.743925243593054
24,121.04578399658203,38.280300519279635,63.25544138769197,1700937,51.12621826620316
