policy,deadline_miss_rate,eff_pck20,ontime_pck20,mean_rank,switches,mean_eff_latency_ms
fixed_r2,0.29005847953216374,36.85899353027344,51.91835021972656,2.0,0,6.28393367210037
fixed_r8,0.9319156477051214,3.7289299964904785,54.76926803588867,8.0,0,23.497615226871048
reactive,0.3665426191741981,33.150699615478516,52.33296203613281,3.220769094453305,4487,7.869459459926972
proactive,0.291157185894028,36.918617248535156,52.08293914794922,2.5984051036682616,68,6.938178304592401
oracle,0.29005847953216374,37.225711822509766,52.43490219116211,3.341485025695552,3160,7.92883372367964
