rank,mpjpe_mm,pck50,pck100,params,predict_us_per_sample
4,145.10528564453125,30.424814937575956,57.50469561374434,1700937,64.58912353043581
8,143.75466918945312,30.322616285493314,57.42735609324936,1700937,50.18176353908931
16,139.6757354736328,29.897248922770963,57.543365373991826,1700937,50.769327964694206
24,137.3262176513672,31.612529002320183,59.67572643906751,1700937,53.22007919040099
